loan_id,amount,tenure,status,start_date,dpd,person_id
LN99083,71465,36,default,2021-08-21,80,P013367
LN73859,27697,36,active,2022-04-24,58,P013368
LN69787,107251,6,default,2020-03-21,46,P013369
LN99217,46732,6,default,2024-12-18,15,P013370
LN33668,420449,12,default,2020-11-17,48,P013371
LN39101,225248,24,active,2020-12-21,2,P013372
LN32246,303190,24,closed,2024-02-02,90,P013373
LN52129,114412,24,active,2022-08-06,24,P013374
LN43576,302477,12,active,2022-07-22,3,P013375
LN52069,415849,12,default,2023-05-18,80,P013376
LN43591,68460,36,active,2023-03-12,18,P013377
LN33152,196231,24,closed,2021-04-05,58,P013378
LN13206,404746,12,default,2020-05-06,41,P013379
LN79481,12549,12,closed,2024-02-21,64,P013380
LN45656,454026,6,closed,2024-01-26,85,P013381
LN68415,109707,36,closed,2020-04-14,60,P013382
LN30073,289465,12,active,2022-09-10,26,P013383
LN92395,183681,12,closed,2023-11-17,74,P013384
LN95476,343691,24,default,2022-08-14,30,P013385
LN24531,137122,12,active,2021-09-03,62,P013386
LN49308,125548,6,default,2024-07-11,13,P013387
LN50763,434775,36,default,2020-02-15,14,P013388
LN13569,232826,12,default,2020-09-27,51,P013389
LN93018,220552,12,closed,2021-09-19,32,P013390
LN18853,436700,6,active,2023-08-28,77,P013391
LN73601,273788,6,default,2021-11-06,80,P013392
LN78636,368935,12,active,2020-10-25,43,P013393
LN29636,114613,36,closed,2022-12-10,6,P013394
LN96632,367403,12,active,2020-02-21,27,P013395
LN66420,408380,12,closed,2020-05-14,66,P013396
LN70337,428588,24,default,2020-08-17,13,P013397
LN73722,228632,24,active,2022-04-03,21,P013398
LN80878,239892,24,closed,2022-12-27,23,P013399
LN64275,123623,6,default,2024-10-04,82,P013400
LN21581,341967,6,default,2020-11-04,3,P013401
LN80013,486924,36,closed,2023-03-26,19,P013402
LN11686,213187,24,closed,2023-02-26,89,P013403
LN92696,232640,6,closed,2021-05-18,79,P013404
LN30618,475853,24,active,2020-03-04,75,P013405
LN27014,227349,6,default,2023-03-26,55,P013406
LN33322,174955,12,closed,2024-01-01,5,P013407
LN65249,336393,12,closed,2023-12-13,47,P013408
LN47429,28835,12,default,2020-03-22,10,P013409
LN18413,372876,6,active,2020-01-03,50,P013410
LN95709,478562,12,closed,2020-10-08,15,P013411
LN90518,119027,24,default,2023-06-22,27,P013412
LN16563,301465,12,active,2024-01-16,78,P013413
LN43804,355683,12,closed,2023-01-23,16,P013414
LN78255,348307,24,default,2021-01-05,39,P013415
LN98477,406706,12,active,2021-08-03,49,P013416
LN66236,452070,24,active,2020-06-07,85,P013417
LN51610,344068,6,default,2024-07-18,35,P013418
LN23979,432203,12,default,2021-11-16,53,P013419
LN29511,188455,24,default,2020-03-14,25,P013420
LN35146,41711,24,active,2024-09-06,25,P013421
LN56786,411470,36,default,2022-06-11,76,P013422
LN20304,362034,6,closed,2022-12-04,66,P013423
LN75484,162531,24,default,2022-06-17,49,P013424
LN37860,497777,24,active,2024-06-26,5,P013425
LN33512,81266,36,closed,2022-03-14,32,P013426
LN32003,310399,6,default,2020-04-22,49,P013427
LN20494,85021,36,active,2024-09-27,49,P013428
LN43975,372466,36,default,2022-04-23,82,P013429
LN37926,448417,36,active,2020-02-08,5,P013430
LN25328,257553,36,default,2024-07-22,32,P013431
LN81612,40652,12,closed,2024-07-24,26,P013432
LN34955,448772,36,closed,2021-04-24,33,P013433
LN15514,123092,6,closed,2023-01-18,82,P013434
LN46389,455703,36,active,2020-08-19,65,P013435
LN10632,230148,36,active,2022-12-27,81,P013436
LN64272,21992,12,closed,2022-01-27,66,P013437
LN21978,212746,6,default,2022-06-20,59,P013438
LN77910,385531,12,closed,2023-06-03,18,P013439
LN11870,204320,24,default,2022-10-08,48,P013440
LN59276,467107,24,default,2021-02-14,51,P013441
LN29366,380124,6,default,2022-11-01,63,P013442
LN20133,115909,36,default,2024-03-18,81,P013443
LN31406,445579,12,default,2022-11-06,84,P013444
LN55283,313126,12,default,2021-01-05,90,P013445
LN42659,235348,6,active,2024-11-22,67,P013446
LN39193,262166,6,active,2022-01-10,50,P013447
LN66375,126619,12,default,2021-12-08,79,P013448
LN65651,141441,36,closed,2024-07-15,79,P013449
LN37760,41414,12,closed,2021-02-11,31,P013450
LN91060,392833,24,closed,2020-09-07,28,P013451
LN48418,374450,36,closed,2020-06-01,65,P013452
LN80935,424180,6,active,2022-08-06,1,P013453
LN30154,67341,12,default,2021-11-04,46,P013454
LN24201,168511,36,default,2022-07-08,47,P013455
LN79028,291418,12,default,2023-02-15,90,P013456
LN59310,47635,36,active,2021-02-15,7,P013457
LN81829,362783,12,default,2023-12-23,77,P013458
LN99643,147270,24,active,2022-08-10,32,P013459
LN55338,57239,24,default,2022-03-23,42,P013460
LN86256,163413,24,default,2021-06-08,87,P013461
LN21320,59227,36,closed,2022-03-12,6,P013462
LN59716,322574,24,default,2021-02-28,55,P013463
LN49589,299409,36,default,2022-04-27,26,P013464
LN83626,330964,36,active,2022-01-01,0,P013465
LN31376,230547,24,default,2021-08-08,54,P013466
LN46228,149921,6,closed,2024-06-23,24,P013467
LN97179,18110,24,default,2023-08-28,7,P013468
LN93011,41585,12,closed,2024-06-03,29,P013469
LN19153,367254,12,active,2023-06-25,22,P013470
LN11148,16682,6,default,2021-05-04,49,P013471
LN43843,239471,36,closed,2023-09-06,68,P013472
LN71763,225033,36,closed,2023-02-22,49,P013473
LN69710,37456,12,closed,2022-01-20,54,P013474
LN83350,82350,24,closed,2021-04-08,21,P013475
LN96694,399363,6,closed,2020-09-06,34,P013476
LN73669,72626,24,closed,2024-11-17,65,P013477
LN57163,221094,6,closed,2022-01-18,12,P013478
LN65236,253076,24,active,2021-05-16,86,P013479
LN90678,243655,12,default,2024-08-03,80,P013480
LN39089,200908,12,closed,2020-03-20,90,P013481
LN29494,190896,36,active,2021-09-28,25,P013482
LN35568,282729,6,active,2022-03-23,53,P013483
LN33087,179368,12,active,2024-09-08,77,P013484
LN10638,474181,24,active,2022-08-13,8,P013485
LN93244,156337,36,closed,2022-05-23,17,P013486
LN87380,147019,36,active,2022-01-09,45,P013487
LN98962,123551,12,closed,2024-11-01,14,P013488
LN28019,93035,6,active,2024-09-19,71,P013489
LN36655,179767,6,active,2022-02-24,41,P013490
LN50316,99481,6,closed,2021-12-14,31,P013491
LN67713,232486,24,closed,2020-04-11,77,P013492
LN55017,138165,24,default,2024-06-09,87,P013493
LN39286,398762,24,active,2021-03-24,85,P013494
LN81978,94868,24,active,2023-07-05,4,P013495
LN81605,396451,24,closed,2024-06-09,31,P013496
LN37277,73272,24,default,2020-12-17,10,P013497
LN80482,494784,12,active,2024-12-11,55,P013498
LN75573,356327,24,active,2023-02-23,26,P013499
LN11351,472905,12,closed,2023-12-08,7,P013500
LN50062,235807,24,active,2022-06-13,15,P013501
LN92986,163569,36,default,2023-02-11,18,P013502
LN63527,486262,12,active,2024-10-20,79,P013503
LN46221,170416,12,active,2024-05-25,26,P013504
LN47844,169111,24,active,2024-07-10,41,P013505
LN54482,166485,6,closed,2022-04-07,42,P013506
LN96265,231955,12,default,2024-02-10,60,P013507
LN64975,326960,36,closed,2024-07-10,37,P013508
LN87277,72699,12,closed,2021-11-09,31,P013509
LN49611,329154,6,default,2021-08-01,20,P013510
LN68525,118532,36,closed,2023-01-03,81,P013511
LN36044,55940,6,active,2024-06-14,78,P013512
LN85341,465144,24,active,2020-10-13,88,P013513
LN56632,490586,12,active,2021-03-08,64,P013514
LN75723,273981,12,active,2024-02-22,11,P013515
LN35224,235118,36,default,2022-07-04,72,P013516
LN31723,416034,12,closed,2020-04-03,18,P013517
LN16937,177687,6,closed,2021-10-12,30,P013518
LN15402,116908,6,default,2021-07-28,22,P013519
LN46305,37393,6,active,2021-07-10,35,P013520
LN72038,334176,6,closed,2020-05-06,5,P013521
LN37125,413534,12,closed,2020-10-25,62,P013522
LN91647,195052,24,default,2020-12-07,19,P013523
LN68417,414744,36,closed,2022-12-12,51,P013524
LN90927,70865,6,closed,2024-05-25,86,P013525
LN63155,326740,6,default,2022-12-14,32,P013526
LN37959,290571,36,active,2024-09-06,3,P013527
LN91653,362038,12,default,2022-06-16,90,P013528
LN56703,224840,6,closed,2021-05-26,86,P013529
LN50509,330185,6,default,2024-11-02,64,P013530
LN24133,94918,12,default,2024-03-23,32,P013531
LN49984,305365,24,default,2023-11-13,61,P013532
LN14831,135879,36,active,2024-04-07,14,P013533
LN15036,369835,12,default,2024-09-18,14,P013534
LN29256,247435,24,active,2024-04-14,44,P013535
LN42088,389089,6,default,2020-06-06,48,P013536
LN14894,365971,12,default,2022-05-02,85,P013537
LN33383,402139,6,active,2024-04-26,84,P013538
LN40785,434845,24,closed,2022-07-24,63,P013539
LN41239,417262,36,default,2021-12-22,63,P013540
LN64907,70641,12,default,2024-06-12,65,P013541
LN53152,201634,24,active,2024-10-10,43,P013542
LN64744,323570,36,closed,2022-02-24,48,P013543
LN54717,358884,24,default,2024-03-06,52,P013544
LN63764,363540,36,active,2021-07-07,45,P013545
LN84050,199199,24,closed,2020-11-09,11,P013546
LN64776,488144,36,closed,2020-05-01,87,P013547
LN12216,371445,12,active,2020-11-25,81,P013548
LN27922,92257,6,default,2022-09-17,5,P013549
LN62341,179379,6,closed,2022-06-05,53,P013550
LN79521,433782,24,default,2021-04-15,27,P013551
LN89664,102997,24,active,2023-01-28,67,P013552
LN96788,46177,6,active,2023-07-11,43,P013553
LN13942,364335,6,active,2020-02-22,78,P013554
LN54334,270957,6,closed,2024-08-03,85,P013555
LN13035,193372,36,closed,2024-02-20,17,P013556
LN43711,17246,6,default,2024-04-16,12,P013557
LN30577,404482,36,default,2022-08-10,30,P013558
LN82909,10013,12,default,2024-12-15,2,P013559
LN86467,322331,36,default,2023-11-18,43,P013560
LN54285,12653,6,active,2023-12-01,49,P013561
LN71624,79577,12,default,2024-09-15,73,P013562
LN50892,306003,6,default,2023-01-04,76,P013563
LN43132,167011,6,default,2021-07-19,47,P013564
LN74859,399226,24,active,2023-04-23,89,P013565
LN35590,308802,12,active,2024-11-20,7,P013566
LN84924,337143,36,active,2024-01-17,76,P013567
LN61030,371673,6,closed,2023-12-05,69,P013568
LN69350,209666,36,default,2023-10-15,77,P013569
LN65381,343976,36,active,2020-10-02,12,P013570
LN82276,139039,36,closed,2023-03-25,73,P013571
LN22083,398046,12,default,2021-03-12,75,P013572
LN23123,170039,6,closed,2023-07-06,39,P013573
LN16912,137039,24,active,2024-11-03,38,P013574
LN69188,327292,12,active,2021-12-27,32,P013575
LN74864,58894,36,active,2022-04-18,64,P013576
LN79771,433887,24,closed,2024-12-18,65,P013577
LN64577,223419,24,closed,2020-10-04,4,P013578
LN30595,80974,36,active,2023-04-28,51,P013579
LN73277,114578,12,active,2023-07-28,21,P013580
LN16816,265003,6,active,2024-06-20,53,P013581
LN19406,344630,12,closed,2020-05-01,4,P013582
LN62244,342345,36,active,2021-01-20,43,P013583
LN64759,148678,36,active,2021-08-16,23,P013584
LN51096,361719,12,closed,2020-05-04,80,P013585
LN32081,188942,12,closed,2021-12-24,24,P013586
LN84225,459709,12,closed,2020-06-25,1,P013587
LN85935,79811,36,active,2022-02-10,28,P013588
LN57281,116723,6,closed,2022-06-18,17,P013589
LN72849,428644,6,active,2020-11-27,12,P013590
LN44541,307851,36,closed,2022-11-11,14,P013591
LN99184,487417,24,closed,2023-10-19,46,P013592
LN39989,212763,36,active,2022-07-28,10,P013593
LN25674,172099,6,closed,2023-12-28,33,P013594
LN73833,158484,36,closed,2023-01-12,3,P013595
LN42648,181016,12,closed,2022-09-06,28,P013596
LN96548,457850,6,default,2021-02-26,77,P013597
LN69766,206980,24,default,2024-12-11,82,P013598
LN47789,308857,12,active,2024-01-04,58,P013599
LN77693,133765,6,default,2022-02-06,43,P013600
LN53976,259778,36,active,2020-10-09,32,P013601
LN37021,331932,12,closed,2024-10-26,63,P013602
LN53624,362555,6,closed,2021-11-08,71,P013603
LN45176,187531,36,active,2021-11-23,4,P013604
LN23058,245098,6,active,2021-11-22,39,P013605
LN74979,292763,36,active,2021-11-07,39,P013606
LN23267,33049,24,default,2023-03-13,6,P013607
LN72639,210250,6,active,2023-05-12,47,P013608
LN93612,368513,24,closed,2022-10-13,23,P013609
LN69620,305522,6,default,2022-05-02,0,P013610
LN58082,272475,12,default,2022-11-11,59,P013611
LN10418,121359,6,active,2024-04-09,42,P013612
LN35451,354746,36,closed,2020-10-16,66,P013613
LN29493,201337,24,default,2024-01-01,30,P013614
LN18288,145990,36,active,2023-07-14,47,P013615
LN63359,267850,24,closed,2023-05-04,25,P013616
LN62577,183193,36,default,2024-05-27,60,P013617
LN39080,269289,36,active,2023-10-27,52,P013618
LN90154,215664,24,default,2020-10-12,85,P013619
LN59157,201962,24,default,2021-06-27,23,P013620
LN95864,441733,12,closed,2020-09-14,22,P013621
LN37285,386672,24,default,2021-03-25,51,P013622
LN78777,313851,6,active,2020-01-07,35,P013623
LN81316,387986,36,closed,2023-04-07,90,P013624
LN57496,185890,12,closed,2020-05-16,77,P013625
LN59727,472842,12,closed,2022-11-27,67,P013626
LN63510,323417,6,closed,2023-07-24,75,P013627
LN87257,264127,24,default,2023-10-07,77,P013628
LN94628,312677,12,closed,2022-12-07,73,P013629
LN64390,310901,12,active,2022-03-21,40,P013630
LN45556,414751,6,default,2023-01-14,58,P013631
LN70931,451580,36,default,2023-09-04,61,P013632
LN96648,305910,6,default,2022-06-23,51,P013633
LN38867,196569,6,closed,2023-08-06,38,P013634
LN11066,470317,6,default,2021-09-16,32,P013635
LN50482,413882,36,active,2021-05-27,4,P013636
LN12208,107857,6,active,2022-08-25,17,P013637
LN51094,226830,24,active,2022-04-26,47,P013638
LN46941,255698,12,default,2022-05-19,78,P013639
LN25367,90928,6,default,2022-03-05,82,P013640
LN71875,324152,24,closed,2021-03-11,44,P013641
LN20365,357837,24,active,2024-07-16,49,P013642
LN46329,446941,6,default,2022-10-13,4,P013643
LN61115,463350,12,active,2024-08-17,75,P013644
LN72736,22269,36,default,2022-01-01,4,P013645
LN46789,490698,12,closed,2020-06-14,53,P013646
LN62652,75923,12,default,2023-07-07,27,P013647
LN23990,234566,6,active,2023-10-17,22,P013648
LN83992,472579,6,closed,2021-03-25,33,P013649
LN80072,163821,24,default,2020-03-28,49,P013650
LN89284,17598,24,default,2021-01-17,51,P013651
LN11095,148618,6,default,2021-10-08,80,P013652
LN44128,272425,6,active,2022-03-22,54,P013653
LN99217,252347,36,active,2024-03-11,16,P013654
LN57649,347762,6,closed,2024-06-06,56,P013655
LN88204,461116,24,active,2021-03-27,42,P013656
LN12278,256732,6,closed,2021-02-20,36,P013657
LN98098,381428,36,closed,2021-04-08,47,P013658
LN37678,62607,6,default,2021-08-16,60,P013659
LN82556,258977,24,active,2024-02-25,63,P013660
LN63664,277031,12,closed,2020-01-24,31,P013661
LN12984,42130,12,default,2022-04-02,60,P013662
LN15404,254416,12,default,2020-04-11,70,P013663
LN21588,303395,24,closed,2020-10-07,41,P013664
LN64740,177953,6,default,2024-03-26,39,P013665
LN76730,385587,12,active,2024-11-19,52,P013666
LN43605,485260,24,default,2021-05-20,62,P013667
LN48193,338570,6,default,2021-09-17,66,P013668
LN68049,317863,6,active,2021-05-28,81,P013669
LN51911,127311,6,active,2023-10-10,12,P013670
LN63107,493684,36,active,2020-11-17,44,P013671
LN91138,285485,6,default,2024-03-01,61,P013672
LN95206,498751,12,default,2022-08-05,63,P013673
LN50224,311604,24,active,2022-08-19,11,P013674
LN47158,144067,36,default,2020-04-27,41,P013675
LN97652,132333,36,closed,2023-05-13,6,P013676
LN97868,487784,6,default,2021-03-01,43,P013677
LN68795,177371,6,default,2022-09-12,45,P013678
LN49336,453405,12,closed,2020-08-17,73,P013679
LN79708,118497,12,closed,2021-01-07,73,P013680
LN52039,277969,12,closed,2020-11-28,72,P013681
LN17240,160109,24,active,2023-05-15,52,P013682
LN34133,20556,12,closed,2020-06-18,77,P013683
LN74909,261006,6,default,2023-04-04,25,P013684
LN63509,264677,24,closed,2021-03-11,84,P013685
LN82285,243908,24,closed,2020-05-23,10,P013686
LN33961,449056,36,default,2021-02-21,42,P013687
LN92373,274739,36,closed,2021-11-28,46,P013688
LN69761,247584,24,active,2023-05-24,8,P013689
LN60701,342931,24,active,2023-08-22,31,P013690
LN28319,208802,24,active,2020-11-05,75,P013691
LN99260,383047,6,closed,2021-11-02,18,P013692
LN53692,468218,24,closed,2020-11-11,6,P013693
LN21528,271071,12,closed,2020-11-11,17,P013694
LN52874,160134,12,closed,2020-11-16,30,P013695
LN65964,334112,6,closed,2023-11-05,23,P013696
LN43402,482417,24,active,2020-08-01,70,P013697
LN22431,90619,6,active,2024-06-07,89,P013698
LN20981,403210,12,active,2023-04-03,90,P013699
LN75897,53268,36,default,2021-07-17,25,P013700
LN36565,10087,6,closed,2024-09-20,29,P013701
LN85577,241768,6,default,2023-11-04,86,P013702
LN23231,309908,24,closed,2024-02-02,26,P013703
LN10014,75854,6,default,2020-04-11,35,P013704
LN26105,261704,12,closed,2024-11-10,51,P013705
LN91014,241550,24,closed,2021-01-24,50,P013706
LN91348,493497,24,default,2022-09-13,30,P013707
LN32898,379882,36,active,2022-12-12,15,P013708
LN70706,220256,36,default,2022-08-17,66,P013709
LN63164,399154,36,closed,2022-07-22,20,P013710
LN90539,330866,36,default,2023-05-06,28,P013711
LN77347,429683,6,default,2020-03-11,90,P013712
LN91045,81100,36,active,2021-09-28,14,P013713
LN14665,117568,24,active,2022-07-15,79,P013714
LN60444,20003,24,default,2020-04-12,69,P013715
LN49684,174391,24,default,2024-05-13,38,P013716
LN91191,69255,12,default,2020-08-21,65,P013717
LN34433,155594,12,closed,2022-07-12,34,P013718
LN68294,360095,6,closed,2023-07-20,4,P013719
LN89180,219823,12,closed,2022-11-25,35,P013720
LN76414,56234,12,closed,2024-10-19,57,P013721
LN77797,217926,24,active,2021-05-15,33,P013722
LN11585,179092,24,closed,2021-11-20,31,P013723
LN20923,413505,12,closed,2021-01-28,0,P013724
LN28512,19391,36,active,2023-11-18,9,P013725
LN64447,163491,24,default,2022-03-19,76,P013726
LN43161,369221,12,default,2024-07-03,55,P013727
LN68034,291337,24,default,2020-01-12,21,P013728
LN10723,214664,12,active,2023-11-08,11,P013729
LN29391,182650,36,active,2024-10-06,79,P013730
LN33086,55385,24,active,2024-12-18,42,P013731
LN21677,230011,6,closed,2022-04-24,80,P013732
LN93084,238189,36,default,2024-04-07,77,P013733
LN38699,361619,12,default,2023-04-16,45,P013734
LN32651,316165,6,default,2022-08-23,88,P013735
LN34537,86886,6,default,2023-02-16,60,P013736
LN73743,316384,24,closed,2021-03-13,64,P013737
LN21433,466138,6,active,2020-12-27,18,P013738
LN30162,94274,24,closed,2020-06-28,5,P013739
LN24332,239359,6,active,2023-01-18,89,P013740
LN22434,343363,6,default,2023-12-01,28,P013741
LN49699,399874,12,closed,2023-02-01,86,P013742
LN22758,430159,6,closed,2020-03-16,48,P013743
LN75258,454802,12,default,2020-10-14,63,P013744
LN92745,434433,24,closed,2022-05-06,39,P013745
LN75388,233144,12,default,2024-10-22,5,P013746
LN42963,346436,6,active,2020-05-19,70,P013747
LN69464,280731,6,default,2024-05-11,3,P013748
LN75383,62279,12,default,2021-10-08,49,P013749
LN35941,375428,6,default,2024-10-17,8,P013750
LN81011,345953,24,active,2024-06-12,11,P013751
LN80886,131475,6,active,2022-03-21,39,P013752
LN86198,197538,36,closed,2021-11-04,39,P013753
LN74669,208186,12,closed,2021-01-13,82,P013754
LN83811,27035,12,default,2024-06-20,75,P013755
LN69360,415511,36,closed,2022-04-16,25,P013756
LN31328,490915,6,active,2024-01-05,22,P013757
LN59917,243795,24,closed,2020-12-17,81,P013758
LN72851,97452,12,closed,2022-08-21,37,P013759
LN53655,394357,24,closed,2022-07-06,34,P013760
LN69523,70921,24,default,2024-05-19,14,P013761
LN56718,261223,6,default,2022-09-05,49,P013762
LN50426,393851,6,active,2023-04-16,86,P013763
LN35679,410126,24,active,2023-05-18,83,P013764
LN25578,116257,12,default,2024-04-20,20,P013765
LN43235,215322,36,active,2020-02-22,81,P013766
LN55337,373809,36,active,2024-12-27,22,P013767
LN38632,485405,12,default,2022-03-01,17,P013768
LN89291,11474,24,closed,2021-04-02,4,P013769
LN96167,142365,24,closed,2024-08-19,56,P013770
LN16560,128111,36,default,2020-01-11,42,P013771
LN28481,242412,36,active,2023-05-03,40,P013772
LN86540,315985,36,default,2020-09-26,40,P013773
LN93615,74857,6,active,2021-11-13,37,P013774
LN18692,23226,36,default,2020-07-12,10,P013775
LN27123,136363,12,active,2021-03-06,8,P013776
LN82581,231735,6,closed,2023-04-02,64,P013777
LN68361,495002,24,default,2022-12-16,87,P013778
LN80641,274391,36,active,2022-01-15,70,P013779
LN78451,282230,12,default,2023-09-19,14,P013780
LN22925,449996,12,default,2022-12-06,1,P013781
LN71726,414334,6,active,2024-10-02,32,P013782
LN11089,156274,24,active,2022-06-15,13,P013783
LN27984,378093,24,closed,2020-04-21,11,P013784
LN72189,447976,6,default,2023-02-01,48,P013785
LN50080,404011,24,default,2024-08-07,47,P013786
LN53216,471145,6,closed,2023-11-06,14,P013787
LN58089,468471,6,active,2023-02-19,41,P013788
LN22482,330186,6,closed,2024-09-20,13,P013789
LN46170,475893,12,closed,2020-05-26,79,P013790
LN49955,321031,36,active,2021-04-20,81,P013791
LN38908,109643,6,default,2022-05-21,39,P013792
LN29944,324747,36,default,2020-03-07,46,P013793
LN21372,399036,12,active,2024-12-17,35,P013794
LN78857,190234,24,default,2022-06-05,66,P013795
LN37744,284015,36,active,2023-10-02,86,P013796
LN97203,467873,36,active,2024-07-07,4,P013797
LN56529,290843,6,closed,2022-11-18,71,P013798
LN82652,158320,24,active,2020-06-03,32,P013799
LN54143,450119,12,closed,2021-12-25,62,P013800
LN77490,343560,6,active,2021-05-06,65,P013801
LN58942,471520,12,closed,2024-09-01,9,P013802
LN43691,435255,6,closed,2022-08-25,17,P013803
LN83164,100125,24,active,2020-07-24,77,P013804
LN87299,66899,6,active,2022-11-17,32,P013805
LN69828,369811,36,default,2023-06-02,4,P013806
LN16552,318880,6,active,2021-03-04,47,P013807
LN65695,245756,24,active,2020-01-22,18,P013808
LN13491,339718,12,default,2021-02-16,60,P013809
LN51050,68815,36,active,2021-11-23,10,P013810
LN89973,237946,6,active,2024-09-03,11,P013811
LN31806,11997,24,default,2023-07-28,57,P013812
LN39055,427603,36,active,2022-09-03,39,P013813
LN31351,321092,12,default,2021-01-17,72,P013814
LN77196,475937,24,active,2022-06-19,82,P013815
LN89245,191484,36,closed,2020-08-23,34,P013816
LN14538,291969,12,default,2020-08-10,1,P013817
LN90362,307516,6,default,2022-05-07,43,P013818
LN65308,345857,6,default,2021-08-05,30,P013819
LN53868,143885,24,active,2021-04-10,8,P013820
LN46934,468543,12,active,2024-08-26,68,P013821
LN90495,330012,12,closed,2021-12-01,90,P013822
LN46192,370844,12,default,2021-07-12,74,P013823
LN42850,253815,36,active,2020-04-01,49,P013824
LN41850,64870,24,closed,2023-12-10,31,P013825
LN67329,407766,24,active,2024-08-17,32,P013826
LN19395,198809,12,closed,2024-04-01,31,P013827
LN48606,112162,24,default,2020-03-08,54,P013828
LN41108,198333,24,closed,2023-11-02,23,P013829
LN42503,351670,6,closed,2023-07-05,32,P013830
LN92078,55258,6,active,2024-12-01,38,P013831
LN44529,74386,12,active,2021-05-16,32,P013832
LN13461,493442,36,closed,2022-03-10,25,P013833
LN56414,13364,24,closed,2021-10-18,61,P013834
LN86936,290607,36,active,2020-05-27,12,P013835
LN18823,156561,36,closed,2023-12-08,39,P013836
LN47869,327334,24,default,2021-10-15,25,P013837
LN85971,354447,6,default,2024-10-20,48,P013838
LN81026,470888,24,active,2020-09-24,17,P013839
LN81404,30763,36,default,2022-07-22,28,P013840
LN30238,246449,6,active,2021-09-23,69,P013841
LN57285,171559,6,default,2023-06-08,9,P013842
LN49156,179157,6,active,2021-06-17,11,P013843
LN73101,49345,6,default,2020-11-22,11,P013844
LN84890,456000,12,closed,2024-10-01,37,P013845
LN55892,129194,24,default,2024-12-17,7,P013846
LN77894,155697,24,active,2024-05-12,83,P013847
LN68515,27822,24,default,2021-12-27,65,P013848
LN50946,107591,36,active,2024-03-13,55,P013849
LN96261,362589,24,active,2023-11-20,39,P013850
LN17742,25164,36,active,2023-06-26,34,P013851
LN56133,18028,6,closed,2021-10-18,89,P013852
LN22656,42877,24,active,2020-01-10,28,P013853
LN40618,219010,36,closed,2023-02-15,56,P013854
LN96110,318247,24,default,2023-06-08,72,P013855
LN34433,24237,36,default,2020-11-02,59,P013856
LN23288,47080,36,active,2023-02-02,36,P013857
LN71653,223086,6,default,2021-03-12,43,P013858
LN74842,388053,36,active,2023-04-19,20,P013859
LN53173,214935,36,default,2023-11-21,48,P013860
LN45563,375242,36,default,2023-08-27,1,P013861
LN27638,455434,36,default,2020-01-06,10,P013862
LN57519,413687,24,closed,2023-05-12,18,P013863
LN69085,250034,24,active,2020-01-06,9,P013864
LN63059,115487,24,default,2023-10-14,84,P013865
LN99821,11309,12,active,2023-10-23,28,P013866
LN91192,229226,6,active,2020-11-11,21,P013867
LN53826,244789,6,closed,2021-09-17,41,P013868
LN19640,101802,24,closed,2020-12-25,32,P013869
LN53810,246244,12,active,2020-06-03,75,P013870
LN95719,332230,12,closed,2022-02-24,54,P013871
LN20500,224119,6,default,2022-02-24,38,P013872
LN54999,26541,24,active,2022-11-11,26,P013873
LN91610,472517,36,default,2021-11-24,48,P013874
LN20189,98412,36,active,2024-07-05,36,P013875
LN67528,320205,24,default,2021-02-03,45,P013876
LN14206,484368,6,closed,2024-10-17,64,P013877
LN61608,380184,24,default,2021-12-27,90,P013878
LN40352,86586,24,active,2021-07-09,76,P013879
LN87271,221642,12,closed,2021-03-04,88,P013880
LN76410,453590,36,closed,2024-12-01,78,P013881
LN31750,146177,24,default,2022-05-27,7,P013882
LN62832,407341,24,default,2023-04-22,21,P013883
LN13583,81171,24,active,2022-07-13,47,P013884
LN47682,225566,6,closed,2023-11-06,34,P013885
LN53684,316477,12,closed,2022-04-04,20,P013886
LN85770,22269,12,default,2024-03-26,5,P013887
LN97852,393196,6,active,2023-09-09,42,P013888
LN17036,304891,12,closed,2024-10-14,37,P013889
LN73566,359823,6,closed,2022-06-14,26,P013890
LN91810,58132,36,default,2022-05-24,53,P013891
LN35223,312091,24,active,2021-07-07,31,P013892
LN85036,337390,12,active,2020-11-10,19,P013893
LN59088,93334,24,default,2020-05-23,22,P013894
LN79255,140026,24,default,2020-08-16,78,P013895
LN40511,478166,6,default,2022-07-10,54,P013896
LN99778,347734,6,active,2022-07-01,58,P013897
LN90949,159358,36,default,2021-07-06,26,P013898
LN68922,114979,6,active,2022-10-23,27,P013899
LN81206,227987,36,default,2021-01-18,71,P013900
LN70360,141320,6,closed,2024-07-14,35,P013901
LN30977,360640,24,closed,2020-03-17,11,P013902
LN47005,183156,36,active,2023-11-08,6,P013903
LN86163,196871,12,default,2021-08-04,68,P013904
LN66334,353058,36,active,2023-03-21,62,P013905
LN31266,128357,12,default,2021-04-17,20,P013906
LN30146,116212,36,active,2024-06-19,56,P013907
LN90628,398358,36,active,2020-11-17,66,P013908
LN80723,411116,36,default,2023-08-10,80,P013909
LN12114,174117,24,active,2024-09-26,48,P013910
LN37573,458036,6,active,2020-08-14,87,P013911
LN62692,355049,12,default,2020-05-16,42,P013912
LN21211,174687,36,default,2023-02-07,55,P013913
LN15688,339893,12,active,2024-11-13,81,P013914
LN20917,258694,12,active,2021-11-07,35,P013915
LN23949,170023,36,active,2021-10-24,23,P013916
LN89182,490596,6,closed,2023-08-22,71,P013917
LN47712,190662,12,active,2024-02-09,63,P013918
